@relation cluster-20161223-notitle_clustered

@attribute Instance_number numeric
@attribute bibliography_id numeric
@attribute date {2006-05-10,2005-08-03,2008-03-14,2006-02-20,2008-03-19,2016-02-05,2006-08-12,2008-05-08,2009-12-18,2002-04-11,2005-07-27,2005-07-18,2006-11-24,2015-06-28,2001-03-01,2006-04-05,2006-03-31,2012-03-08,2013-09-16,2005-04-14,2015-07-04,2010-10-20,2016-06-16,2009-09-28,2015-06-09,2004-05-11,2010-10-21,2004-04-01,2006-10-12,2004-05-12,2016-06-08,2014-03-01,2005-11-09,2008-12-03,2008-04-10,2006-03-10,2002-03-11,2009-03-10,2002-07-26,2002-06-23,2010-12-09,2013-04-23,2016-03-19,2006-06-20,2016-03-15,2004-03-02,2005-05-25,2007-12-01,2008-04-23,2015-05-28,2005-02-18,2008-07-15,2009-02-10,2012-07-29,2010-06-04,2014-09-18,2005-01-12,2002-08-20,2006-05-19,2006-03-15,2012-06-03,2012-01-29,2004-03-20,2005-01-28,2011-07-13,2001-05-05,2012-12-26,2002-03-20,2008-01-19,2003-04-05,2010-09-27,2005-04-18,2016-04-15,2014-07-16,2001-03-30,2006-05-11,2002-12-19,2014-08-26,2005-09-02,2010-08-25,2003-03-18,2009-12-04,2012-05-27,2002-03-07,2015-09-19,2009-10-09,2006-11-23,2015-01-07,2009-05-16,2004-06-04,2003-06-28,2005-02-25,2007-12-14,2012-05-25,2016-03-13,2005-12-09,2011-04-11,2016-06-15,2003-04-13,2003-01-21,2014-04-18,2012-05-26,2010-03-13,2005-03-23,2013-09-25,2006-11-25,2003-04-16,2006-03-12,2007-09-18,2010-07-03,2005-07-13,2007-06-21,2002-04-17,2000-06-13,2003-12-12,2004-03-31,2012-05-28,2016-03-21,2012-03-02,2015-10-23,2015-09-17,2002-03-08,2005-01-19,2006-12-10,2005-04-13,2012-03-09,2003-05-12,2014-12-25,2005-02-21,2006-03-17,2002-04-07,2002-04-03,2011-07-15,2011-05-03,2012-06-13,2006-03-27,2011-12-31,2011-03-03,2015-09-20,2014-12-24,2005-03-04,2008-06-04,2003-07-09,2004-03-15,2004-03-24,2009-11-04,2006-03-11,2006-02-08,2014-07-15,2014-05-27,2004-04-16,2008-04-11,2012-03-15,2004-05-20,2006-01-18,2012-06-12,2010-03-15,2006-09-07,2003-04-02,2006-02-15,2005-06-20,2011-08-26,2011-04-21,2005-01-31,2006-06-10,2006-06-26,2014-06-04,2016-03-22,2013-02-20,2008-04-22,2002-05-09,2008-04-30,2012-11-02,2005-11-25,2005-04-25,2008-05-24,2009-04-15,2004-05-22,2009-10-24,2012-12-15,2000-11-10,2007-03-08,2007-04-08,2007-06-12,2012-02-29,2004-05-16,2005-07-08,2000-11-21,2003-03-27,2012-12-24,2012-09-20,2008-03-29,2005-03-07,2008-03-07,2002-03-09,2008-03-28,2013-10-27,2005-02-08,2011-07-14,2011-12-14,2002-02-11,2012-03-13,2005-02-02,2001-11-08,2013-05-15,2015-06-10,2002-03-19,2010-07-30,2011-09-02,2011-07-29,2005-02-23,2011-04-12,2009-12-07,2007-04-11,2012-12-30,2015-05-14,2008-11-05,2005-06-08,2006-05-28,2008-03-13,2015-09-18,2015-05-15,2007-11-08,2006-04-07,2007-05-12,2011-09-23,2005-04-08,2011-05-22,2005-04-15,2004-03-29,2012-01-26,2004-06-06,2008-07-10,2006-04-24,2001-04-19,2002-01-21,2006-02-25,2014-05-07,2008-09-10,2002-01-25,2001-03-16,2006-05-08,2009-05-13,2006-11-18,2016-08-06,2008-04-12,2000-08-04,2004-05-19,2009-02-13,2005-03-21,2006-04-10,2006-01-09,2014-12-31,2016-03-14,2008-05-29,2006-09-18,2005-06-27,2013-06-20,2012-12-28,2003-04-20,2003-07-30,2005-06-17,2013-06-24,2001-02-28,2004-06-19,2006-07-20,2014-08-01,2004-11-10,2006-05-15,2002-11-07,2000-05-05,2007-06-18,2011-10-09,2011-06-14,2015-06-27,2008-03-10,2010-12-14,2000-12-05,2006-06-19,2007-07-31,2011-05-02,2002-03-21,2008-09-02,2003-08-06,2009-09-26,2008-12-12,2011-03-16,2004-03-08,2015-06-12,2003-04-03,2006-02-06,2008-07-05,2012-05-29,2001-03-22,2005-05-13,2003-04-04,2010-09-02,2009-06-03,2004-05-13,2004-05-24,2011-08-06,2003-06-12,2006-06-21,2016-05-16,2006-06-28,2007-09-05,2005-03-03,2006-04-12,2007-10-18,2002-03-25,2005-12-26,2009-02-11,2006-04-03,2005-06-15,2008-08-08,2016-05-09,2013-07-30,2001-03-02,2006-03-20,2014-12-17,2009-03-26,2009-02-27,2005-06-29,2014-11-26,2009-04-14,2001-03-28,2012-03-14,2014-12-11,2014-08-08,2011-04-10,2011-03-21,2007-01-08,2011-09-29,2001-03-31,2005-03-02,2005-02-16,2009-06-12,2002-04-18,2006-04-21,2002-06-14,2016-04-11,2011-05-25,2013-05-20,2013-04-22,2004-04-26,2007-05-18}
@attribute year numeric
@attribute frequency_sum numeric
@attribute pos_prop numeric
@attribute neg_prop numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
160,2250,2004-03-24,2004,142,0.035211,0.077465,cluster3
161,2420,2009-11-04,2009,2415,0.163975,0.045963,cluster0
162,2351,2006-03-11,2006,90,0.1,0.1,cluster3
163,2358,2006-02-08,2006,214,0.070093,0.046729,cluster2
164,2544,2014-07-15,2014,287,0.181185,0.059233,cluster0
165,2548,2014-05-27,2014,6359,0.095141,0.034754,cluster1
166,2244,2004-04-16,2004,337,0.077151,0.103858,cluster3
167,2404,2008-04-11,2008,236,0.04661,0.118644,cluster4
168,2506,2012-03-15,2012,323,0.111455,0.037152,cluster2
169,2236,2004-05-20,2004,84,0.02381,0.154762,cluster4
170,2246,2004-04-16,2004,64,0.015625,0.0625,cluster3
171,2362,2006-01-18,2006,288,0.076389,0.065972,cluster3
172,2495,2012-06-12,2012,270,0.162963,0.003704,cluster5
173,2454,2010-03-15,2010,307,0.065147,0.094463,cluster3
174,2318,2006-09-07,2006,166,0.10241,0.060241,cluster0
175,2225,2003-04-02,2003,189,0.05291,0.148148,cluster4
176,2357,2006-02-15,2006,187,0.165775,0.02139,cluster5
177,2271,2005-06-20,2005,311,0.128617,0.025723,cluster2
178,2511,2012-03-02,2012,220,0.05,0.090909,cluster3
179,2463,2011-08-26,2011,200,0.205,0,cluster5
180,2585,2016-04-15,2016,3607,0.033823,0.112836,cluster4
181,2476,2011-04-21,2011,527,0.13852,0.037951,cluster0
182,2298,2005-01-31,2005,246,0.142276,0.073171,cluster0
183,2326,2006-06-10,2006,164,0.121951,0.006098,cluster2
184,2322,2006-06-26,2006,257,0.050584,0.136187,cluster4
185,2545,2014-06-04,2014,379,0.094987,0.034301,cluster2
186,2588,2016-03-22,2016,510,0.12549,0.066667,cluster0
187,2529,2013-02-20,2013,313,0.038339,0.063898,cluster3
188,2402,2008-04-22,2008,174,0.114943,0.045977,cluster0
189,2191,2002-05-09,2002,139,0.071942,0.093525,cluster3
190,2396,2008-04-30,2008,318,0.081761,0.09434,cluster3
191,2489,2012-11-02,2012,221,0.072398,0.063348,cluster3
192,2258,2005-11-25,2005,251,0.155378,0.063745,cluster0
193,2278,2005-04-25,2005,449,0.138085,0.064588,cluster0
194,2394,2008-05-24,2008,83,0.072289,0.012048,cluster2
195,2429,2009-04-15,2009,1419,0.132488,0.007752,cluster2
196,2235,2004-05-22,2004,1176,0.07568,0.129252,cluster4
197,2421,2009-10-24,2009,245,0.073469,0.004082,cluster2
198,2486,2012-12-15,2012,252,0.162698,0,cluster5
199,2168,2000-11-10,2000,407,0.061425,0.068796,cluster3
200,2381,2007-03-08,2007,95,0.031579,0.063158,cluster3
201,2380,2007-04-08,2007,108,0.074074,0.12963,cluster4
202,2376,2007-06-12,2007,84,0.071429,0.095238,cluster3
203,2514,2012-02-29,2012,145,0.041379,0.062069,cluster3
204,2240,2004-05-12,2004,408,0.139706,0.026961,cluster5
205,2238,2004-05-16,2004,422,0.033175,0.146919,cluster4
206,2268,2005-07-08,2005,227,0.185022,0.044053,cluster5
207,2167,2000-11-21,2000,163,0.122699,0.03681,cluster2
208,2227,2003-03-27,2003,112,0.107143,0.044643,cluster2
209,2487,2012-12-24,2012,529,0.20794,0.011342,cluster5
210,2490,2012-09-20,2012,128,0.148438,0.007813,cluster5
211,2406,2008-03-29,2008,479,0.066806,0.077244,cluster3
212,2287,2005-03-07,2005,385,0.028571,0.135065,cluster4
213,2494,2012-06-13,2012,669,0.116592,0.011958,cluster2
214,2353,2006-03-10,2006,3602,0.036091,0.125208,cluster4
215,2554,2014-03-01,2014,2876,0.036509,0.114743,cluster4
216,2413,2008-03-07,2008,237,0.113924,0.046414,cluster0
217,2204,2002-03-09,2002,375,0.072,0.088,cluster3
218,2407,2008-03-28,2008,325,0.061538,0.107692,cluster3
219,2517,2013-10-27,2013,170,0.070588,0,cluster2
220,2577,2016-06-15,2016,290,0.110345,0,cluster2
221,2296,2005-02-08,2005,161,0.142857,0.068323,cluster0
222,2468,2011-07-14,2011,2401,0.114536,0.033736,cluster0
223,2457,2011-12-14,2011,103,0.07767,0.067961,cluster3
224,2207,2002-02-11,2002,918,0.152505,0.062092,cluster0
225,2508,2012-03-13,2012,121,0.057851,0.132231,cluster4
226,2367,2007-12-01,2007,734,0.230245,0.010899,cluster5
227,2266,2005-07-18,2005,212,0.084906,0.136792,cluster4
228,2297,2005-02-02,2005,182,0.082418,0.082418,cluster3
229,2172,2001-11-08,2001,133,0.105263,0.007519,cluster2
230,2527,2013-05-15,2013,6428,0.104543,0.027225,cluster1
231,2566,2015-06-10,2015,625,0.1312,0.0352,cluster0
232,2201,2002-03-19,2002,91,0.021978,0.021978,cluster2
233,2368,2007-12-01,2007,808,0.115099,0.076733,cluster0
234,2567,2015-06-09,2015,115,0.2,0.034783,cluster5
235,2451,2010-07-30,2010,418,0.11244,0.059809,cluster0
236,2580,2016-06-16,2016,1910,0.113089,0.041885,cluster0
237,2462,2011-09-02,2011,753,0.183267,0.007968,cluster5
238,2466,2011-07-29,2011,1640,0.070122,0.075,cluster3
239,2292,2005-02-23,2005,538,0.094796,0.068773,cluster3
240,2477,2011-04-12,2011,353,0.076487,0.07932,cluster3
241,2417,2009-12-07,2009,406,0.098522,0.123153,cluster4
242,2379,2007-04-11,2007,180,0.094444,0.016667,cluster2
243,2483,2012-12-30,2012,102,0.088235,0,cluster2
244,2573,2015-05-14,2015,593,0.042159,0.10118,cluster3
245,2418,2009-12-04,2009,237,0.054852,0.021097,cluster2
246,2384,2008-11-05,2008,198,0.146465,0,cluster5
247,2553,2015-10-23,2015,532,0.195489,0.037594,cluster5
248,2274,2005-06-08,2005,181,0.132597,0.066298,cluster0
249,2327,2006-05-28,2006,124,0.096774,0.024194,cluster2
250,2412,2008-03-13,2008,120,0.016667,0.116667,cluster4
251,2558,2015-09-18,2015,2121,0.178689,0.06082,cluster0
252,2504,2012-05-25,2012,1253,0.084597,0.106943,cluster4
253,2467,2011-07-13,2011,166,0.078313,0.018072,cluster2
254,2352,2006-03-11,2006,351,0.082621,0.054131,cluster3
255,2572,2015-05-15,2015,318,0.084906,0.091195,cluster3
256,2446,2010-10-20,2010,979,0.241062,0.043922,cluster5
257,2369,2007-11-08,2007,92,0.184783,0,cluster5
258,2341,2006-04-07,2006,206,0.072816,0.106796,cluster3
259,2378,2007-05-12,2007,343,0.204082,0.020408,cluster5
260,2436,2009-02-10,2009,238,0.12605,0.008403,cluster2
261,2460,2011-09-23,2011,817,0.144431,0.023256,cluster5
262,2283,2005-04-08,2005,268,0.119403,0.067164,cluster0
263,2473,2011-05-22,2011,52,0,0,cluster2
264,2281,2005-04-15,2005,235,0.059574,0.038298,cluster2
265,2249,2004-03-29,2004,555,0.102703,0.012613,cluster2
266,2591,2016-03-15,2016,238,0.088235,0.037815,cluster2
267,2516,2012-01-26,2012,635,0.072441,0.099213,cluster3
268,2232,2004-06-06,2004,116,0,0.172414,cluster4
269,2390,2008-07-10,2008,177,0.152542,0.016949,cluster5
270,2336,2006-04-24,2006,173,0.086705,0.028902,cluster2
271,2502,2012-05-26,2012,244,0.065574,0.122951,cluster4
272,2174,2001-04-19,2001,308,0.087662,0.084416,cluster3
273,2209,2002-01-21,2002,111,0.144144,0.225225,cluster4
274,2355,2006-02-25,2006,126,0.063492,0.031746,cluster2
275,2549,2014-05-07,2014,390,0.171795,0.015385,cluster5
276,2386,2008-09-10,2008,269,0.089219,0.063197,cluster3
277,2208,2002-01-25,2002,129,0.108527,0,cluster2
278,2180,2001-03-16,2001,174,0.051724,0.074713,cluster3
279,2335,2006-05-08,2006,238,0.096639,0.063025,cluster3
280,2428,2009-05-13,2009,132,0.05303,0,cluster2
281,2315,2006-11-18,2006,179,0.094972,0,cluster2
282,2575,2016-08-06,2016,261,0.103448,0.076628,cluster3
283,2403,2008-04-12,2008,171,0.116959,0.163743,cluster4
284,2169,2000-08-04,2000,170,0.094118,0.176471,cluster4
285,2443,2010-10-21,2010,396,0.234848,0.005051,cluster5
286,2237,2004-05-19,2004,368,0.046196,0.146739,cluster4
287,2434,2009-02-13,2009,440,0.147727,0.009091,cluster5
288,2286,2005-03-21,2005,255,0.137255,0.098039,cluster0
289,2340,2006-04-10,2006,166,0.054217,0.078313,cluster3
290,2363,2006-01-09,2006,224,0.098214,0.022321,cluster2
291,2526,2013-05-15,2013,172,0.19186,0.005814,cluster5
292,2531,2014-12-31,2014,252,0.06746,0.099206,cluster3
293,2464,2011-08-26,2011,1574,0.200127,0.017154,cluster5
294,2568,2015-06-09,2015,408,0.134804,0.019608,cluster2
295,2594,2016-03-14,2016,515,0.025243,0.102913,cluster3
296,2393,2008-05-29,2008,71,0.112676,0.042254,cluster2
297,2317,2006-09-18,2006,307,0.13355,0.013029,cluster2
298,2270,2005-06-27,2005,259,0.119691,0.096525,cluster0
299,2523,2013-06-20,2013,278,0.136691,0.064748,cluster0
300,2484,2012-12-28,2012,523,0.040153,0.091778,cluster3
301,2217,2003-04-20,2003,224,0.053571,0.071429,cluster3
302,2307,2006-11-24,2006,267,0.164794,0.17603,cluster4
303,2365,2007-12-01,2007,596,0.11745,0.028523,cluster2
304,2212,2003-07-30,2003,110,0.090909,0.027273,cluster2
305,2272,2005-06-17,2005,157,0.089172,0.050955,cluster2
306,2522,2013-06-24,2013,328,0.146341,0.045732,cluster0
307,2333,2006-05-10,2006,173,0.069364,0.184971,cluster4
308,2184,2001-02-28,2001,148,0.087838,0.094595,cluster3
309,2231,2004-06-19,2004,150,0.126667,0.133333,cluster4
310,2320,2006-07-20,2006,99,0.050505,0.131313,cluster4
311,2542,2014-08-01,2014,238,0.084034,0.096639,cluster3
312,2230,2004-11-10,2004,512,0.021484,0.123047,cluster4
313,2513,2012-02-29,2012,208,0.110577,0.0625,cluster0
314,2329,2006-05-15,2006,164,0.073171,0.103659,cluster3
315,2186,2002-11-07,2002,224,0.138393,0.089286,cluster0
316,2171,2000-05-05,2000,322,0.037267,0.046584,cluster3
317,2596,2016-03-14,2016,284,0.017606,0.147887,cluster4
318,2501,2012-05-26,2012,538,0.04461,0.126394,cluster4
319,2375,2007-06-18,2007,61,0.065574,0,cluster2
320,2458,2011-10-09,2011,268,0.152985,0.070896,cluster0
321,2471,2011-06-14,2011,43,0.023256,0,cluster2
322,2563,2015-06-27,2015,446,0.011211,0.121076,cluster4
323,2410,2008-03-10,2008,232,0.116379,0.017241,cluster2
324,2438,2010-12-14,2010,327,0.189602,0.012232,cluster5
325,2497,2012-06-12,2012,5703,0.132211,0.037349,cluster1
326,2166,2000-12-05,2000,2194,0.132179,0.072015,cluster0
327,2325,2006-06-19,2006,620,0.095161,0.05,cluster2
328,2493,2012-06-13,2012,331,0.178248,0.012085,cluster5
329,2401,2008-04-22,2008,408,0.156863,0.007353,cluster5
330,2569,2015-06-09,2015,6509,0.106007,0.034568,cluster1
331,2183,2001-02-28,2001,3328,0.040565,0.124399,cluster4
332,2565,2015-06-27,2015,3484,0.035878,0.113375,cluster4
333,2373,2007-07-31,2007,75,0.08,0,cluster2
334,2519,2013-09-25,2013,3998,0.118059,0.036518,cluster1
335,2440,2010-12-09,2010,524,0.141221,0.019084,cluster5
336,2475,2011-05-02,2011,205,0.073171,0.073171,cluster3
337,2199,2002-03-21,2002,125,0.056,0.16,cluster4
338,2226,2003-04-02,2003,468,0.175214,0.012821,cluster5
339,2387,2008-09-02,2008,200,0.16,0.07,cluster0
340,2211,2003-08-06,2003,165,0.109091,0.133333,cluster4
341,2424,2009-09-26,2009,46,0.021739,0,cluster2
342,2383,2008-12-12,2008,253,0.16996,0,cluster5
343,2245,2004-04-16,2004,1749,0.140652,0.057176,cluster0
344,2481,2011-03-16,2011,308,0.12987,0.00974,cluster2
345,2253,2004-03-08,2004,70,0.028571,0.071429,cluster3
346,2398,2008-04-23,2008,573,0.209424,0.027923,cluster5
347,2339,2006-04-10,2006,213,0.093897,0.084507,cluster3
348,2332,2006-05-10,2006,218,0.087156,0.03211,cluster2
349,2564,2015-06-12,2015,436,0.162844,0.020642,cluster5
350,2224,2003-04-03,2003,824,0.137136,0.012136,cluster5
351,2331,2006-05-11,2006,109,0.110092,0,cluster2
352,2359,2006-02-06,2006,226,0.053097,0.035398,cluster2
353,2360,2006-01-18,2006,191,0.209424,0.010471,cluster5
354,2391,2008-07-05,2008,1494,0.099063,0.032798,cluster2
355,2552,2014-03-01,2014,326,0.144172,0.039877,cluster0
356,2498,2012-05-29,2012,348,0.135057,0.011494,cluster2
357,2179,2001-03-22,2001,134,0.11194,0.037313,cluster2
358,2277,2005-05-13,2005,200,0.205,0,cluster5
359,2222,2003-04-04,2003,2942,0.030252,0.128824,cluster4
360,2259,2005-11-25,2005,204,0.210784,0.039216,cluster5
361,2416,2009-12-07,2009,336,0.172619,0.011905,cluster5
362,2449,2010-09-02,2010,407,0.125307,0.012285,cluster2
363,2426,2009-06-03,2009,364,0.131868,0.013736,cluster2
364,2239,2004-05-13,2004,382,0.044503,0.164921,cluster4
365,2234,2004-05-24,2004,246,0.036585,0.113821,cluster4
366,2465,2011-08-06,2011,130,0.092308,0,cluster2
367,2533,2014-12-25,2014,2407,0.140008,0.034483,cluster0
368,2461,2011-09-23,2011,262,0.175573,0.019084,cluster5
369,2215,2003-06-12,2003,305,0.147541,0.019672,cluster5
370,2323,2006-06-21,2006,234,0.149573,0.051282,cluster0
371,2560,2015-09-17,2015,218,0.215596,0.018349,cluster5
372,2583,2016-05-16,2016,746,0.040214,0.13941,cluster4
373,2584,2016-04-15,2016,305,0.045902,0.091803,cluster3
374,2321,2006-06-28,2006,75,0.16,0.026667,cluster5
375,2372,2007-09-05,2007,839,0.047676,0.107271,cluster4
376,2288,2005-03-03,2005,80,0.0375,0.0375,cluster2
377,2338,2006-04-12,2006,216,0.143519,0.055556,cluster0
378,2370,2007-10-18,2007,118,0.135593,0.008475,cluster2
379,2198,2002-03-25,2002,156,0.044872,0.044872,cluster3
380,2256,2005-12-26,2005,173,0.069364,0.115607,cluster4
381,2435,2009-02-11,2009,538,0.120818,0.031599,cluster2
382,2343,2006-04-03,2006,189,0.10582,0.10582,cluster3
383,2273,2005-06-15,2005,303,0.09571,0.036304,cluster2
384,2547,2014-05-27,2014,612,0.129085,0.04085,cluster0
385,2388,2008-08-08,2008,156,0.153846,0.096154,cluster0
386,2578,2016-05-09,2016,978,0.076687,0.076687,cluster3
387,2349,2006-03-15,2006,165,0.157576,0.084848,cluster0
388,2521,2013-07-30,2013,287,0.174216,0.031359,cluster5
389,2181,2001-03-02,2001,153,0.058824,0.150327,cluster4
390,2346,2006-03-20,2006,160,0.075,0,cluster2
391,2535,2014-12-17,2014,346,0.049133,0.098266,cluster3
392,2488,2012-12-15,2012,345,0.121739,0.115942,cluster0
393,2223,2003-04-03,2003,86,0,0.162791,cluster4
394,2431,2009-03-26,2009,1790,0.084358,0.084358,cluster3
395,2276,2005-05-25,2005,210,0.185714,0.038095,cluster5
396,2433,2009-02-27,2009,3280,0.034756,0.108537,cluster4
397,2269,2005-06-29,2005,277,0.288809,0.036101,cluster5
398,2537,2014-11-26,2014,381,0.102362,0.036745,cluster2
399,2430,2009-04-14,2009,6485,0.127371,0.031149,cluster1
400,2178,2001-03-28,2001,148,0.182432,0.114865,cluster0
401,2507,2012-03-14,2012,455,0.061538,0.092308,cluster3
402,2536,2014-12-11,2014,705,0.048227,0.10922,cluster4
403,2305,2006-11-24,2006,508,0.267717,0.029528,cluster5
404,2541,2014-08-08,2014,616,0.112013,0.066558,cluster0
405,2478,2011-04-10,2011,131,0.068702,0.10687,cluster3
406,2480,2011-03-21,2011,194,0.072165,0.113402,cluster3
407,2382,2007-01-08,2007,166,0.10241,0.144578,cluster4
408,2459,2011-09-29,2011,896,0.127232,0.004464,cluster2
409,2175,2001-03-31,2001,93,0.129032,0.086022,cluster0
410,2290,2005-03-02,2005,311,0.141479,0.022508,cluster5
411,2595,2016-03-14,2016,267,0.059925,0.104869,cluster3
412,2312,2006-11-24,2006,410,0.131707,0.073171,cluster0
413,2309,2006-11-24,2006,127,0.07874,0.031496,cluster2
414,2295,2005-02-16,2005,245,0.093878,0.081633,cluster3
415,2361,2006-01-18,2006,146,0.164384,0.034247,cluster5
416,2425,2009-06-12,2009,136,0.117647,0.014706,cluster2
417,2192,2002-04-18,2002,153,0.058824,0.091503,cluster3
418,2337,2006-04-21,2006,175,0.131429,0.108571,cluster0
419,2190,2002-06-14,2002,239,0.041841,0.054393,cluster3
420,2587,2016-04-11,2016,600,0.105,0.118333,cluster4
421,2525,2013-05-15,2013,461,0.145336,0.010846,cluster5
422,2279,2005-04-25,2005,284,0.193662,0.03169,cluster5
423,2472,2011-05-25,2011,231,0.047619,0.017316,cluster2
424,2524,2013-05-20,2013,317,0.14511,0.003155,cluster5
425,2202,2002-03-19,2002,1191,0.017632,0.11251,cluster4
426,2581,2016-06-15,2016,7739,0.092518,0.035405,cluster1
427,2546,2014-05-27,2014,427,0.135831,0.014052,cluster2
428,2530,2013-04-22,2013,3125,0.0336,0.11264,cluster4
429,2242,2004-04-26,2004,141,0.021277,0.085106,cluster3
430,2441,2010-10-21,2010,178,0.191011,0.022472,cluster5
431,2377,2007-05-18,2007,80,0.05,0.025,cluster2
432,?,2008-03-10,2008,?,0,0,cluster2
